epoch,train_loss,val_loss,val_mae,val_rmse,epoch_time_s
1,0.6665538489818573,0.08484789499869713,888.4951171875,1220.8638916015625,39.90836715698242
2,0.046413787739241825,0.032599503747545756,760.6316528320312,926.285400390625,34.1907377243042
3,0.03444526331389652,0.030447297944472387,740.0048828125,919.1943359375,35.71875214576721
4,0.019550640779711744,0.0026863454841077328,268.45458984375,483.6327819824219,34.99723768234253
5,0.005987388996736092,0.0024423997562665204,377.8870849609375,532.4496459960938,36.022820472717285
6,0.005133813860661843,0.002316567625922079,407.7044372558594,555.1365966796875,34.69607186317444
7,0.004763703357757014,0.001873286955882437,369.40283203125,522.0025024414062,34.33972096443176
8,0.004454569959574763,0.0016787691364208092,379.39337158203125,526.324462890625,35.612794637680054
9,0.004279995322747923,0.0016285802524250287,372.47930908203125,511.8094177246094,34.896788358688354
10,0.004132442074992201,0.0015434977294017489,363.2532043457031,496.835693359375,34.78342533111572
11,0.0038957771160365905,0.0013721948758197518,343.6755676269531,474.1401672363281,59.101441860198975
12,0.003892837946905809,0.0013520367031630415,339.69866943359375,466.6524658203125,58.19647192955017
13,0.003767231955905171,0.0013029008181407475,341.2329406738281,467.1834411621094,57.849432706832886
14,0.003713550210437354,0.0014477661954095731,366.60699462890625,494.17987060546875,57.851526975631714
15,0.0035641307805610056,0.0013603251427412033,355.55889892578125,479.02520751953125,58.32493019104004
16,0.003702336727805874,0.0012761339357194419,342.68182373046875,461.6285095214844,57.83024573326111
17,0.0035023624269182193,0.001187322885156251,328.15972900390625,443.5341796875,57.749741315841675
18,0.0034967941916821633,0.001190834499609012,324.7248229980469,439.0080871582031,58.05231857299805
19,0.0033683479325298,0.001201422061198033,321.5079040527344,430.7530212402344,58.00762701034546
20,0.0034598679377642627,0.0010795233224948437,304.66748046875,411.3486022949219,57.69105792045593
21,0.0033755115918157733,0.0011959406099497126,328.3790283203125,435.49420166015625,57.71560597419739
22,0.003310925168368746,0.0009931669695875966,291.6177062988281,394.7982177734375,57.789143562316895
23,0.003227393251076779,0.0009732267174583215,285.65374755859375,386.65423583984375,58.26795530319214
24,0.003268344881122603,0.0009238380410421926,275.3856201171875,376.08624267578125,57.74377131462097
25,0.0032896234900416698,0.0009771824966614635,284.11346435546875,382.8489685058594,58.24393343925476
26,0.003112096870865892,0.0011135124726794087,312.0307312011719,414.6181945800781,57.87761640548706
27,0.0032230603399083894,0.000875821032633002,265.1771240234375,361.8006286621094,57.6115562915802
28,0.0031779926379813866,0.0009226550688393987,275.03607177734375,372.2601623535156,57.971315145492554
29,0.003149455873405232,0.0008552845952530893,258.99224853515625,353.42913818359375,57.69912338256836
30,0.0030786859282456776,0.0008910296959444308,266.5716857910156,358.2378234863281,57.54470109939575
31,0.0030444907065590517,0.0008707877132110298,263.2491760253906,357.42535400390625,58.16313815116882
32,0.003087785325067885,0.0007398312714380714,239.74423217773438,329.3730163574219,57.469842195510864
33,0.0030191362232846373,0.0007814013739474691,247.99241638183594,336.3544006347656,58.080817222595215
34,0.002987870089161922,0.0008439674991397903,254.3978271484375,346.5579528808594,57.94620728492737
35,0.0029563158093129887,0.0007076184422028466,222.68572998046875,308.1658630371094,57.830074071884155
36,0.0029130038613563074,0.00071597923614228,220.38906860351562,302.5799865722656,57.96160268783569
37,0.00290320924592807,0.0006302777753892139,204.951171875,279.98065185546875,58.11625123023987
38,0.002915365231113837,0.0006305816193791822,196.5161590576172,265.4429931640625,57.82741975784302
39,0.002937064108931843,0.0007187040889850602,217.7057647705078,294.2720947265625,58.315495014190674
40,0.0027811102130833793,0.0004954391244189957,161.73387145996094,228.31533813476562,57.98314595222473
41,0.0029422654332045247,0.0005853478102765691,175.56704711914062,247.7393341064453,57.526106119155884
