epoch,phase,train_loss,val_loss,val_mae_kg,val_rmse_kg,is_best
1,Phase1_Frozen,1.1770224695981935,0.46251397899218966,979.5317,1297.1035,True
2,Phase1_Frozen,0.24191936486682228,0.057178691029548645,854.3479,1169.9204,True
3,Phase1_Frozen,0.03946400944923246,0.030797696273241724,762.9808,945.02466,True
4,Phase1_Frozen,0.028712619442579357,0.008646745101681777,509.3051,775.03107,True
5,Phase1_Frozen,0.009392169147166748,0.0023804786157727775,247.32986,478.70123,True
6,Phase1_Frozen,0.005721053325159605,0.001737083404025595,300.74112,475.76797,True
7,Phase1_Frozen,0.004954090488121607,0.001537850043470306,315.09863,484.34998,True
8,Phase1_Frozen,0.004547944037936801,0.0015230034394854946,348.37714,508.38272,True
9,Phase1_Frozen,0.004202291586024817,0.0013337841955944896,326.9569,483.24396,True
10,Phase1_Frozen,0.0039532654214823664,0.0014975512666361673,360.1556,496.34506,False
11,Phase2_FineTune,0.004038213535623495,0.001463544837731336,362.87393,500.82666,False
12,Phase2_FineTune,0.003656462040664845,0.0012563441996462643,327.54642,456.062,True
13,Phase2_FineTune,0.00386461287975138,0.000986301406685795,276.77005,397.04175,True
14,Phase2_FineTune,0.0035933220574935506,0.0012880064064769872,348.4904,466.4773,False
15,Phase2_FineTune,0.0034281293385077355,0.0007778008335403033,235.44594,344.00586,True
16,Phase2_FineTune,0.0032395441626566785,0.0005981474823784083,200.10994,306.6104,True
17,Phase2_FineTune,0.003186672980095758,0.0008375585644638964,249.63074,339.2142,False
18,Phase2_FineTune,0.003035626607015729,0.000656502487670098,205.9335,294.62753,False
19,Phase2_FineTune,0.003034689257917709,0.000808023481762835,246.49968,341.004,False
20,Phase2_FineTune,0.0028128582079959817,0.0005565972574653902,174.56128,251.40155,True
21,Phase2_FineTune,0.002765060234598296,0.00044714804140052626,144.98317,209.38219,True
22,Phase2_FineTune,0.0028008762855342654,0.0008218538631418986,234.29102,323.55975,False
23,Phase2_FineTune,0.0026966426250806383,0.0004972347690324698,154.78302,218.27965,False
24,Phase2_FineTune,0.0026393542621219747,0.0004129459224973938,132.42268,183.22696,True
25,Phase2_FineTune,0.002614687175251717,0.0003833434685865151,120.648254,172.72563,True
26,Phase2_FineTune,0.002533374630391251,0.0003322627266503072,101.03424,148.96472,True
27,Phase2_FineTune,0.002580142783022724,0.00028328841576045046,77.91938,131.05432,True
28,Phase2_FineTune,0.002589227130831501,0.00038805273236773374,135.9016,210.0451,False
29,Phase2_FineTune,0.0024519366547898496,0.00026652051487222446,80.83363,137.43661,True
30,Phase2_FineTune,0.0024605850326330507,0.000411469950839611,134.1629,193.24083,False
31,Phase2_FineTune,0.0023759367177262902,0.0003125808507320471,94.50127,156.60616,False
32,Phase2_FineTune,0.0023995229709070434,0.0003311025066068396,116.98606,186.74875,False
33,Phase2_FineTune,0.0023331169667112272,0.00048520902886853686,180.69008,268.36932,False
34,Phase2_FineTune,0.0022804758127042374,0.0003324756876931393,122.811386,212.51904,False
35,Phase2_FineTune,0.0023083176036083767,0.00028745158072394716,97.59551,171.54579,False
36,Phase2_FineTune,0.002320487512448846,0.00027816651189433675,78.572464,158.66919,False
37,Phase2_FineTune,0.002212764624896091,0.0002269979397624411,63.074512,161.83862,True
38,Phase2_FineTune,0.0022088463044573747,0.0003714051313831338,124.26041,193.19702,False
39,Phase2_FineTune,0.002153886151824926,0.0002915854035693753,103.54383,184.33551,False
40,Phase2_FineTune,0.0021628570163535863,0.00023201260851887388,54.74365,119.200455,False
41,Phase2_FineTune,0.0022046879410397174,0.0003226268256964561,120.00988,207.33652,False
42,Phase2_FineTune,0.0022012611233824214,0.00028306536842137575,103.529465,212.0855,False
43,Phase2_FineTune,0.00210467123069129,0.0003084245485557143,92.68064,158.19371,False
