epoch,train_loss,val_loss,val_mae,val_rmse,epoch_time_s
54,3.0173563957214355,2.234266757965088,1004.2028198242188,1354.2486572265625,7.026108026504517
55,2.80781888961792,2.1927621364593506,1004.0045166015625,1354.03369140625,6.879358530044556
56,2.7457451820373535,2.175346612930298,1003.7933349609375,1353.8055419921875,5.142098426818848
57,2.8374855518341064,2.1612508296966553,1003.6548461914062,1353.6395263671875,7.705611944198608
58,2.6709461212158203,2.1494297981262207,1003.4840087890625,1353.45068359375,6.450972080230713
59,2.703620433807373,2.1384129524230957,1003.3485107421875,1353.2965087890625,5.674281597137451
60,2.795480489730835,2.1207849979400635,1003.1514892578125,1353.0848388671875,6.405090808868408
61,2.6719799041748047,2.121047258377075,1002.9845581054688,1352.893798828125,6.939303398132324
62,2.662959098815918,2.100266695022583,1002.7227783203125,1352.6070556640625,7.876308441162109
63,2.5569167137145996,2.079681634902954,1002.48291015625,1352.338134765625,5.11422872543335
64,2.5633952617645264,2.085169553756714,1002.3236083984375,1352.157470703125,6.590526342391968
65,2.599391460418701,2.063434600830078,1002.015380859375,1351.82373046875,6.324026346206665
66,2.535400867462158,2.0208492279052734,1001.7183837890625,1351.4969482421875,6.263731002807617
67,2.565511703491211,1.986128330230713,1001.30419921875,1351.0435791015625,6.587506294250488
68,2.672823429107666,1.9853994846343994,1001.0968017578125,1350.81640625,5.7717742919921875
69,2.5403332710266113,1.9674596786499023,1000.782958984375,1350.4649658203125,6.0896594524383545
70,2.537057399749756,1.9494816064834595,1000.42578125,1350.072021484375,6.610385894775391
71,2.4358835220336914,1.940005898475647,1000.071044921875,1349.6761474609375,6.812086820602417
72,2.4943082332611084,1.9131840467453003,999.638427734375,1349.2032470703125,7.200599670410156
73,2.273573875427246,1.8696871995925903,999.0079345703125,1348.5225830078125,5.971660852432251
74,2.3105106353759766,1.8643938302993774,998.86865234375,1348.3525390625,6.551379919052124
75,2.3157031536102295,1.8331536054611206,998.34765625,1347.7940673828125,6.452559947967529
76,2.4842000007629395,1.806941032409668,997.710693359375,1347.079345703125,6.987809419631958
77,2.230252981185913,1.821258306503296,997.642578125,1346.9896240234375,7.550210237503052
78,2.1969223022460938,1.8166638612747192,997.4954833984375,1346.8016357421875,5.48063850402832
79,2.257657766342163,1.8110443353652954,997.138671875,1346.4205322265625,7.234519958496094
80,2.159940719604492,1.8158185482025146,996.759033203125,1345.983642578125,5.929885625839233
81,2.2750461101531982,1.7803058624267578,995.7642822265625,1344.883056640625,7.501545667648315
82,2.153305768966675,1.774956226348877,995.3154296875,1344.385986328125,6.440447092056274
83,2.157762050628662,1.773850440979004,994.715576171875,1343.7249755859375,6.4556660652160645
84,2.299886703491211,1.755769968032837,994.0118408203125,1342.87646484375,6.19231653213501
85,2.068535089492798,1.747241497039795,993.6626586914062,1342.4757080078125,6.8241400718688965
86,2.115863800048828,1.7313385009765625,993.2222900390625,1341.973388671875,6.573834419250488
87,2.1397037506103516,1.7485865354537964,993.478515625,1342.240966796875,5.279328346252441
88,1.891319751739502,1.7221442461013794,992.8109130859375,1341.4437255859375,7.384076833724976
89,2.0798797607421875,1.71806001663208,992.5869140625,1341.10107421875,4.934545040130615
90,2.095207691192627,1.713639259338379,992.2760620117188,1340.7120361328125,6.4930078983306885
91,1.9348554611206055,1.708492398262024,991.9083251953125,1340.1893310546875,6.00292181968689
92,1.9440608024597168,1.7087090015411377,991.75048828125,1339.968994140625,7.514620304107666
93,1.9691417217254639,1.6960678100585938,991.263427734375,1339.3486328125,6.394057512283325
94,2.053837776184082,1.7127580642700195,991.670166015625,1339.778076171875,5.725932598114014
95,2.0224273204803467,1.614775538444519,992.3644409179688,1340.666748046875,7.060838222503662
96,1.8712351322174072,1.6210300922393799,991.5573120117188,1339.7196044921875,6.520509719848633
97,1.9343713521957397,1.674491047859192,991.9869384765625,1340.0765380859375,6.923809766769409
98,1.8425663709640503,1.6656227111816406,991.7140502929688,1339.68359375,7.5100507736206055
99,2.055795431137085,1.6533647775650024,991.2518310546875,1339.046875,5.605263710021973
100,1.8913931846618652,1.6725375652313232,991.28173828125,1339.0216064453125,7.5285608768463135
101,1.9406485557556152,1.6724765300750732,991.0731201171875,1338.6732177734375,6.725585222244263
102,1.8197836875915527,1.6759202480316162,990.9593505859375,1338.491943359375,7.662164211273193
103,1.9714361429214478,1.6569647789001465,990.769775390625,1338.4945068359375,8.026367902755737
104,1.9334173202514648,1.6758480072021484,991.3452758789062,1339.0443115234375,5.73223352432251
105,1.7312853336334229,1.6778810024261475,991.5120239257812,1339.199951171875,5.549581050872803
106,1.7929080724716187,1.6710625886917114,990.8724365234375,1338.35888671875,6.962616205215454
