epoch,train_loss,val_loss,val_mae,val_rmse,epoch_time_s
1,0.5776732489028398,0.034460937461027734,802.2079467773438,1050.8887939453125,33.94882106781006
2,0.03611247581155861,0.03245542742885076,747.27294921875,904.178466796875,29.304598569869995
3,0.028334912427646273,0.0035536603894657814,321.86834716796875,592.5819702148438,29.28266954421997
4,0.007913761158638141,0.0026849754369602753,414.52783203125,565.3232421875,28.975865840911865
5,0.005753369251375689,0.0026409948746172283,444.75201416015625,599.7425537109375,29.38956570625305
6,0.005257090476944166,0.0026587549722395265,462.885498046875,620.1936645507812,29.626577377319336
7,0.004908460392342771,0.0025725327253055116,469.2312927246094,627.9945678710938,29.435545444488525
8,0.00484259075978223,0.0020295833953871177,412.4988708496094,567.4688110351562,29.234429121017456
9,0.004436759415137417,0.002025186182716145,399.9305114746094,548.91650390625,29.276129484176636
10,0.004288322642883834,0.0020230842593054357,445.06927490234375,598.0513305664062,29.882627964019775
11,0.004237834079300656,0.0018298771017445968,410.1750793457031,557.2693481445312,34.950313568115234
12,0.004161053317982485,0.0018731622974603223,416.13714599609375,563.2722778320312,34.31350231170654
13,0.0039816084536997715,0.0018330732485852563,410.7614440917969,553.0098266601562,35.11787009239197
14,0.003931318974012838,0.0017487801289042602,402.0863342285156,542.6998901367188,34.66631484031677
15,0.0039653529714354695,0.0016174045516751134,391.1010437011719,527.2542724609375,34.192941427230835
16,0.0037961637683431894,0.0017614528232325728,406.47314453125,541.7946166992188,34.99876642227173
17,0.003794273627264535,0.0016604776386744701,395.8501892089844,529.2166748046875,34.71308493614197
18,0.003751340418067925,0.00171560354423351,404.21502685546875,537.5242309570312,35.1318998336792
19,0.0037019172710750035,0.0015314448123367934,373.2356262207031,500.21588134765625,34.83091950416565
20,0.0036304084447157732,0.001463967447097485,369.96112060546875,496.4920959472656,35.16829824447632
21,0.003685861694462159,0.0016006050237382834,388.2746887207031,514.817626953125,35.75905513763428
22,0.0036047663512256216,0.0014244434110318811,363.0471496582031,485.65380859375,34.43942093849182
23,0.003399510495364666,0.0013377117530371135,350.3517150878906,468.41705322265625,34.47957944869995
24,0.003512708314091844,0.0012993227260617109,343.14520263671875,457.74658203125,34.72982120513916
25,0.0034594386350363495,0.0011535955485529625,321.1258850097656,432.2103576660156,35.33512830734253
26,0.0034948141697575064,0.0012183169153733896,332.1806945800781,444.86077880859375,34.82282853126526
27,0.0034782839418553255,0.0012106749255998204,327.2304382324219,437.9158630371094,34.62294602394104
28,0.003339159766705159,0.0011226295475633098,312.27655029296875,418.3520812988281,35.1541268825531
29,0.003359728355837219,0.0009437812617621743,280.2673645019531,383.4141845703125,35.614190101623535
30,0.0033313103348893277,0.0010775429232475848,301.30999755859375,403.2676086425781,34.940696001052856
31,0.0033848132034215855,0.001138487808370533,321.47314453125,429.2916564941406,34.18797326087952
32,0.0032339035560760426,0.000977252207051676,284.54974365234375,386.2501525878906,34.95969295501709
33,0.003230766809600241,0.0008883382274339405,263.7637023925781,361.0193786621094,34.985259771347046
34,0.003172112401465283,0.0008822217843352029,265.6051025390625,360.2139892578125,34.80971646308899
35,0.003199909087818335,0.001147096488588991,315.1419982910156,420.9921569824219,35.452011585235596
